
 ****** Running generation 0 ****** 

Population's average fitness: 21.84875 stdev: 3.60914
Best fitness: 34.00000 - size: (6, 26) - species 12 - id 125
Average adjusted fitness: 0.535
Mean genetic distance 3.156, standard deviation 0.234
Population of 799 members in 125 species:
   ID   age  size  fitness  adj fit  stag
    67    5     5     24.0    0.381     3
    68    5     6     25.0    0.543     4
    69    5     4     27.0    0.448     2
    70    5     5     30.0    0.516     0
    71    5     5     24.0    0.512     4
    72    5     6     23.0    0.456     2
    73    5     7     30.0    0.563     0
    74    5     9     31.0    0.565     0
    75    5     6     29.0    0.648     0
    76    5     5     27.0    0.536     2
    77    5     6     28.0    0.514     0
    78    5     6     25.0    0.505     2
    79    5     7     25.0    0.548     1
    80    5     5     25.0    0.532     3
    81    5     6     30.0    0.648     0
    82    5     6     25.0    0.524     1
    83    5     4     24.0    0.508     4
    84    5     7     27.0    0.587     0
    85    5     6     26.0    0.531     3
    86    5     7     29.0    0.587     0
    87    5     6     26.0    0.467     4
    88    5     5     26.0    0.468     4
    89    5     5     25.0    0.320     3
    90    5     5     23.0    0.452     4
    91    5     6     26.0    0.590     1
    92    5     6     27.0    0.552     3
    93    5     6     28.0    0.714     2
    94    5     4     27.0    0.571     3
    95    5     6     26.0    0.503     2
    96    5     6     28.0    0.600     4
    97    5     5     23.0    0.492     1
    98    5     6     27.0    0.629     4
    99    5     5     23.0    0.429     4
   100    5     7     27.0    0.611     3
   101    5     5     29.0    0.524     3
   102    5     6     24.0    0.505     1
   103    5     5     24.0    0.500     1
   104    5     6     27.0    0.524     1
   105    5     6     27.0    0.581     2
   106    5     5     23.0    0.468     3
   107    5     7     30.0    0.579     0
   108    5     6     28.0    0.571     2
   109    5     5     24.0    0.508     4
   110    5     6     28.0    0.552     0
   111    5     6     28.0    0.551     2
   112    5     6     27.0    0.517     3
   113    5     7     28.0    0.587     2
   114    5     6     27.0    0.544     2
   115    5     7     28.0    0.627     0
   116    5     5     28.0    0.476     3
   117    5     5     23.0    0.349     3
   118    5     7     32.0    0.627     1
   119    5     6     27.0    0.483     2
   120    5     6     27.0    0.543     2
   121    5     6     28.0    0.599     3
   122    5     7     27.0    0.540     3
   123    5     5     29.0    0.508     1
   124    5     6     25.0    0.476     4
   125    5     6     25.0    0.367     3
   126    4     6     25.0    0.562     2
   127    4     6     27.0    0.571     3
   128    4     7     29.0    0.554     1
   129    4     7     27.0    0.571     1
   130    4     6     27.0    0.629     2
   131    4     6     29.0    0.543     0
   132    4     6     28.0    0.503     1
   133    4     7     26.0    0.530     1
   134    4     7     29.0    0.619     0
   135    3     7     27.0    0.548     2
   136    2     4     24.0    0.476     0
Total extinctions: 0
Generation time: 11.179 sec (10.880 average)

 ****** Running generation 6 ****** 

Population's average fitness: 22.12625 stdev: 3.65175
Best fitness: 32.00000 - size: (6, 24) - species 89 - id 3525
Average adjusted fitness: 0.506
Mean genetic distance 3.195, standard deviation 0.251
Population of 798 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    6     6     23.0    0.414     6
     2    6     4     22.0    0.290     4
     3    6     5     26.0    0.500     6
     4    6     6     29.0    0.536     5
     5    6     6     26.0    0.479     6
     6    6     5     24.0    0.475     2
     7    6     6     28.0    0.620     5
     8    6     4     21.0    0.350     4
     9    6     6     30.0    0.450     1
    10    6     5     28.0    0.483     0
    11    6     5     24.0    0.458     2
    12    6     7     26.0    0.517     6
    13    6     7     29.0    0.575     5
    14    6     7     28.0    0.517     4
    15    6     7     27.0    0.550     6
    16    6     5     30.0    0.500     6
    17    6     6     31.0    0.560     2
    18    6     7     32.0    0.675     0
    19    6     6     29.0    0.550     4
    20    6     6     26.0    0.450     3
    21    6     5     26.0    0.512     5
    22    6     7     29.0    0.517     3
    23    6     6     25.0    0.450     4
    24    6     7     31.0    0.525     0
    25    6     7     28.0    0.642     1
    26    6     7     29.0    0.533     4
    27    6     6     27.0    0.536     5
    28    6     4     23.0    0.230     2
    29    6     8     28.0    0.607     2
    30    6     5     27.0    0.425     5
    31    6     6     26.0    0.550     5
    32    6     5     28.0    0.442     4
    33    6     6     26.0    0.550     5
    34    6     6     26.0    0.393     2
    35    6     5     29.0    0.408     0
    36    6     6     28.0    0.500     4
    37    6     6     29.0    0.507     1
    38    6     7     30.0    0.683     0
    39    6     7     27.0    0.567     5
    40    6     6     25.0    0.421     1
    41    6     4     23.0    0.410     5
    42    6     7     27.0    0.558     4
    43    6     6     30.0    0.500     0
    44    6     6     26.0    0.514     3
    45    6     7     30.0    0.625     5
    46    6     7     32.0    0.558     4
    47    6     6     27.0    0.620     3
    48    6     7     25.0    0.542     3
    49    6     7     25.0    0.525     2
    50    6     6     29.0    0.570     2
    51    6     6     25.0    0.493     3
    52    6     5     29.0    0.450     5
    53    6     7     28.0    0.517     4
    54    6     6     26.0    0.500     4
    55    6     6     27.0    0.536     5
    56    6     4     22.0    0.400     1
    57    6     7     25.0    0.542     1
    58    6     5     26.0    0.508     4
    59    6     5     27.0    0.537     5
    60    6     6     28.0    0.500     2
    61    6     6     30.0    0.713     0
    62    6     7     29.0    0.567     4
    63    6     4     23.0    0.370     3
    64    6     6     25.0    0.507     3
    65    6     6     29.0    0.521     4
    66    6     7     28.0    0.533     5
    67    6     6     26.0    0.470     4
    68    6     5     23.0    0.375     5
    69    6     6     27.0    0.650     3
    70    6     4     23.0    0.400     1
    71    6     4     24.0    0.430     5
    72    6     5     24.0    0.442     3
    73    6     6     26.0    0.486     1
    74    6     7     26.0    0.478     1
    75    6     7     27.0    0.525     1
    76    6     4     23.0    0.430     3
    77    6     5     24.0    0.325     1
    78    6     7     28.0    0.575     3
    79    6     6     29.0    0.479     2
    80    6     6     27.0    0.500     4
    81    6     5     25.0    0.458     1
    82    6     7     27.0    0.517     2
    83    6     5     21.0    0.375     5
    84    6     6     27.0    0.529     1
    85    6     7     31.0    0.642     0
    86    6     6     23.0    0.479     1
    87    6     5     25.0    0.492     5
    88    6     4     23.0    0.390     5
    89    6     6     32.0    0.600     0
    90    6     4     24.0    0.390     5
    91    6     5     27.0    0.475     2
    92    6     5     25.0    0.475     4
    93    6     7     26.0    0.533     3
    94    6     6     26.0    0.650     4
    95    6     5     25.0    0.408     3
    96    6     7     25.0    0.517     5
    97    6     6     26.0    0.560     2
    98    6     5     25.0    0.442     5
    99    6     6     25.0    0.590     5
   100    6     6     29.0    0.586     0
   101    6     4     23.0    0.420     4
   102    6     5     27.0    0.492     2
   103    6     6     29.0    0.580     2
   104    6     5     29.0    0.492     0
   105    6     7     28.0    0.542     3
   106    6     6     28.0    0.540     0
   107    6     6     28.0    0.486     1
   108    6     5     29.0    0.508     3
   109    6     6     25.0    0.560     5
   110    6     7     27.0    0.517     1
   111    6     5     24.0    0.433     3
   112    6     7     30.0    0.558     0
   113    6     6     25.0    0.486     3
   114    6     7     27.0    0.533     3
   115    6     8     29.0    0.643     0
   116    6     4     23.0    0.420     4
   117    6     6     27.0    0.590     4
   118    6     6     31.0    0.529     2
   119    6     7     26.0    0.542     3
   120    6     5     25.0    0.508     3
   121    6     5     26.0    0.400     4
   122    6     6     28.0    0.550     4
   123    6     6     28.0    0.520     2
   124    6     7     28.0    0.667     5
   125    6     7     30.0    0.542     0
   126    5     5     27.0    0.483     3
   127    5     5     25.0    0.467     4
   128    5     6     24.0    0.464     2
   129    5     6     32.0    0.521     0
   130    5     5     23.0    0.375     3
   131    5     7     28.0    0.625     1
   132    5     7     29.0    0.558     0
   133    5     6     27.0    0.521     2
   134    5     6     29.0    0.536     1
   135    4     6     25.0    0.500     3
   136    3     5     26.0    0.500     0
Total extinctions: 0
Generation time: 11.200 sec (10.926 average)

 ****** Running generation 7 ****** 

Population's average fitness: 21.94862 stdev: 3.44613
Best fitness: 32.00000 - size: (6, 24) - species 114 - id 3999
Average adjusted fitness: 0.498
Mean genetic distance 3.200, standard deviation 0.252
Population of 801 members in 136 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    7     7     28.0    0.525     7
     2    7     5     28.0    0.487     5
     3    7     6     24.0    0.450     7
     4    7     8     31.0    0.583     6
     5    7     7     27.0    0.592     7
     6    7     6     24.0    0.430     3
     7    7     5     27.0    0.492     6
     8    7     6     31.0    0.637     5
     9    7     5     27.0    0.467     2
    10    7     6     25.0    0.540     1
    11    7     4     21.0    0.320     3
    12    7     6     29.0    0.521     7
    13    7     6     26.0    0.500     6
    14    7     6     27.0    0.536     5
    15    7     6     26.0    0.507     7
    16    7     6     26.0    0.540     7
    17    7     7     26.0    0.575     3
    18    7     6     28.0    0.443     1
    19    7     5     24.0    0.475     5
    20    7     5     23.0    0.442     4
    21    7     4     20.0    0.320     6
    22    7     6     23.0    0.407     4
    23    7     5     26.0    0.475     5
    24    7     6     30.0    0.486     1
    25    7     6     29.0    0.393     0
    26    7     6     28.0    0.464     5
    27    7     7     29.0    0.717     6
    28    7     5     30.0    0.438     0
    29    7     7     28.0    0.506     3
    30    7     6     29.0    0.480     6
    31    7     7     26.0    0.508     6
    32    7     6     32.0    0.530     0
    33    7     5     23.0    0.425     6
    34    7     5     27.0    0.383     3
    35    7     6     27.0    0.500     1
    36    7     7     30.0    0.550     0
    37    7     7     26.0    0.533     2
    38    7     8     31.0    0.629     0
    39    7     8     30.0    0.636     0
    40    7     7     29.0    0.583     0
    41    7     5     23.0    0.450     6
    42    7     6     27.0    0.464     5
    43    7     7     25.0    0.533     1
    44    7     5     27.0    0.458     4
    45    7     6     25.0    0.450     6
    46    7     6     23.0    0.450     5
    47    7     7     29.0    0.592     4
    48    7     6     24.0    0.421     4
    49    7     6     27.0    0.507     3
    50    7     5     24.0    0.475     3
    51    7     5     21.0    0.292     4
    52    7     6     23.0    0.470     6
    53    7     6     27.0    0.529     5
    54    7     7     25.0    0.525     5
    55    7     5     23.0    0.483     6
    56    7     5     25.0    0.487     2
    57    7     6     28.0    0.536     2
    58    7     6     25.0    0.500     5
    59    7     6     26.0    0.490     6
